Date,Year,Month,Mdate,Weekday_End,Day,Hour,Town_Hall-West,Collins Place-South,Australia on Collins,Bourke Street Mall-South,Bourke Street Mall-North,Melbourne Central,Flagstaff Station,State Library,Collins Place-North,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Birrarung Marr,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge
4/14/2012,2012,4,14,20,7,23,1668,180,423,576,383,1537,42,735,152,51,117,203,86,31,198,1165,1097,379
4/15/2012,2012,4,15,20,1,0,1464,145,208,307,219,919,59,435,66,32,85,137,49,8,41,701,692,301
4/15/2012,2012,4,15,20,1,1,873,101,172,333,238,555,27,290,42,18,61,45,9,4,51,441,356,165
4/15/2012,2012,4,15,20,1,2,735,49,138,317,145,369,29,162,34,17,19,52,17,10,56,305,229,114
4/15/2012,2012,4,15,20,1,3,481,48,102,156,149,361,19,119,24,13,44,31,18,2,37,188,171,78
4/15/2012,2012,4,15,20,1,4,320,17,35,95,75,139,12,87,4,3,13,12,4,2,18,89,84,44
4/15/2012,2012,4,15,20,1,5,133,15,22,47,65,75,10,32,8,5,19,10,3,2,18,49,60,32
4/15/2012,2012,4,15,20,1,6,111,21,21,41,41,48,4,39,12,3,7,9,6,13,13,68,71,52
4/15/2012,2012,4,15,20,1,7,240,60,55,75,84,116,14,44,28,16,17,39,26,51,68,139,194,87
4/15/2012,2012,4,15,20,1,8,403,103,187,184,99,209,35,107,48,66,62,106,50,67,121,265,354,158
4/15/2012,2012,4,15,20,1,9,897,188,471,514,410,462,42,238,105,111,76,214,299,161,228,521,668,207
4/15/2012,2012,4,15,20,1,10,1302,229,849,1222,1024,773,69,443,119,111,110,248,443,165,308,1007,867,348
4/15/2012,2012,4,15,20,1,11,1860,253,1159,1761,1675,1254,71,755,153,133,106,417,660,204,531,1568,1285,418
4/15/2012,2012,4,15,20,1,12,2652,348,1359,2259,2183,1684,68,1084,212,104,116,591,733,201,710,1569,1331,419
4/15/2012,2012,4,15,20,1,13,3029,287,1369,2603,2634,2046,107,1364,169,103,109,743,932,231,967,1812,1516,475
4/15/2012,2012,4,15,20,1,14,3257,340,1303,2890,2681,2308,87,1275,165,131,149,871,975,197,1776,1855,1645,696
4/15/2012,2012,4,15,20,1,15,3050,263,1201,2709,2549,2145,76,1435,146,106,234,1228,1028,245,641,1697,1734,592
4/15/2012,2012,4,15,20,1,16,2842,253,962,2380,2062,2043,63,1343,141,150,236,1219,774,326,519,1563,1813,709
4/15/2012,2012,4,15,20,1,17,2390,294,594,1578,1514,2060,51,1332,142,117,113,492,464,185,543,1461,1577,536
4/15/2012,2012,4,15,20,1,18,1962,274,391,805,932,1916,49,982,131,114,138,379,209,137,2020,1318,1448,617
4/15/2012,2012,4,15,20,1,19,1642,201,357,537,538,1509,61,763,93,180,347,825,180,250,168,1157,1052,401
4/15/2012,2012,4,15,20,1,20,1326,180,276,409,310,1408,25,621,119,63,123,332,95,48,71,936,779,268
4/15/2012,2012,4,15,20,1,21,982,90,222,283,229,1076,33,474,50,66,78,128,86,19,59,866,670,223
4/15/2012,2012,4,15,20,1,22,887,62,140,173,139,680,15,292,41,40,68,136,34,13,23,537,529,179
4/15/2012,2012,4,15,20,1,23,508,44,46,107,61,429,24,148,27,20,18,47,11,10,26,301,354,165
4/16/2012,2012,4,16,10,2,0,423,31,40,25,68,187,14,94,12,5,4,18,0,0,21,353,187,94
4/16/2012,2012,4,16,10,2,1,243,10,25,11,16,64,3,69,3,6,4,6,3,1,6,39,94,18
4/16/2012,2012,4,16,10,2,2,343,9,7,15,11,34,3,28,8,6,1,10,0,1,5,23,47,23
4/16/2012,2012,4,16,10,2,3,144,16,5,14,5,34,5,20,0,2,0,2,3,0,1,27,36,11
4/16/2012,2012,4,16,10,2,4,121,17,14,169,16,34,12,10,1,1,2,1,2,5,9,35,29,23
4/16/2012,2012,4,16,10,2,5,109,55,22,23,28,52,61,38,17,52,22,11,3,24,22,78,125,47
4/16/2012,2012,4,16,10,2,6,290,195,85,71,57,134,551,95,163,463,117,49,12,128,69,325,527,174
4/16/2012,2012,4,16,10,2,7,692,633,356,319,188,288,1671,273,587,1146,373,138,34,309,306,847,1419,412
4/16/2012,2012,4,16,10,2,8,2092,1736,1021,877,684,939,4826,845,1423,2664,875,229,42,501,425,1686,3687,1016
4/16/2012,2012,4,16,10,2,9,1834,1073,983,906,711,970,2591,704,893,1211,436,156,47,199,187,990,1901,510
4/16/2012,2012,4,16,10,2,10,2037,637,1304,1371,1088,1145,960,852,436,427,235,113,39,95,90,706,1034,347
4/16/2012,2012,4,16,10,2,11,2686,609,1558,2164,1655,1434,733,1125,385,353,191,164,84,125,172,973,1177,396
4/16/2012,2012,4,16,10,2,12,3648,1566,2425,3535,2725,2536,1087,1896,692,1022,452,314,142,395,293,1336,2089,564
4/16/2012,2012,4,16,10,2,13,4189,1540,2602,4011,3266,2624,1465,2204,740,927,364,315,163,374,433,1350,2166,571
4/16/2012,2012,4,16,10,2,14,3518,751,1918,2938,2391,2265,984,1809,483,481,234,205,109,124,272,1445,1761,535
4/16/2012,2012,4,16,10,2,15,3442,667,1607,2774,2091,2295,1120,1794,552,584,264,218,131,203,201,1392,1716,585
4/16/2012,2012,4,16,10,2,16,3457,906,1398,2401,1936,2197,2278,1918,933,1283,493,260,191,243,279,1592,2221,673
4/16/2012,2012,4,16,10,2,17,3658,1316,1347,2361,1941,2623,3926,2152,1668,2434,955,273,141,550,581,2353,4177,1299
4/16/2012,2012,4,16,10,2,18,2604,871,811,1166,1314,2119,1741,1392,831,875,536,242,98,358,528,1670,2180,731
4/16/2012,2012,4,16,10,2,19,1891,440,430,553,605,1612,439,961,250,282,221,167,82,123,235,887,1049,333
4/16/2012,2012,4,16,10,2,20,1163,259,233,392,361,1362,252,764,135,121,98,165,76,54,103,773,778,265
4/16/2012,2012,4,16,10,2,21,816,185,221,256,257,909,87,516,86,58,97,100,61,43,101,458,640,244
4/16/2012,2012,4,16,10,2,22,633,125,131,169,131,560,58,299,91,46,59,40,26,13,148,385,454,147
4/16/2012,2012,4,16,10,2,23,596,74,77,97,79,392,28,169,41,21,9,30,11,10,39,269,390,170
4/17/2012,2012,4,17,10,3,0,151,20,30,50,67,138,19,98,12,7,2,5,5,1,8,91,117,45
4/17/2012,2012,4,17,10,3,1,72,11,19,15,21,70,2,35,7,2,0,5,5,2,2,56,45,12
4/17/2012,2012,4,17,10,3,2,27,13,26,87,14,33,4,17,7,0,0,0,0,0,0,14,15,5
4/17/2012,2012,4,17,10,3,3,21,9,19,8,3,21,1,7,2,1,0,3,2,0,7,41,21,9
4/17/2012,2012,4,17,10,3,4,18,5,10,2,7,22,6,8,4,0,9,1,2,3,23,22,30,24
4/17/2012,2012,4,17,10,3,5,90,47,27,22,64,52,59,41,29,51,21,24,22,28,40,99,112,37
4/17/2012,2012,4,17,10,3,6,257,205,85,101,67,119,574,62,181,517,117,62,30,156,99,329,543,168
4/17/2012,2012,4,17,10,3,7,738,711,424,375,36,357,2093,270,719,1311,407,160,60,339,307,882,1504,504
4/17/2012,2012,4,17,10,3,8,1880,1951,979,874,278,914,5216,847,1777,2580,970,269,79,492,457,1690,3648,1018
4/17/2012,2012,4,17,10,3,9,1806,1208,1060,951,728,968,2673,816,943,1232,475,204,80,202,210,1028,1888,526
4/17/2012,2012,4,17,10,3,10,2167,709,1309,1319,1011,1069,1048,952,618,490,278,177,96,138,158,836,947,396
4/17/2012,2012,4,17,10,3,11,2345,660,1463,1860,1557,1474,873,1119,505,404,264,241,143,161,207,1159,1104,430
4/17/2012,2012,4,17,10,3,12,3884,1532,2654,3460,2823,2604,1287,2150,798,1155,485,470,321,542,433,1287,2338,576
4/17/2012,2012,4,17,10,3,13,4315,1749,2962,4029,3341,2692,1490,2371,812,890,470,494,328,456,418,1544,2228,683
4/17/2012,2012,4,17,10,3,14,3447,790,1709,2667,2344,2340,973,1820,616,478,242,377,235,180,216,1120,1516,431
4/17/2012,2012,4,17,10,3,15,3616,625,1519,2526,2010,2356,1255,1729,609,717,234,263,161,208,244,1245,1734,484
4/17/2012,2012,4,17,10,3,16,3627,771,1428,2467,1975,2415,2330,1921,1013,1268,507,289,131,264,277,1562,2611,672
4/17/2012,2012,4,17,10,3,17,3746,1409,1531,2799,2110,2689,4135,2603,1840,2587,950,378,187,628,510,2448,4175,1310
4/17/2012,2012,4,17,10,3,18,3345,954,918,1470,1444,2440,1460,1600,818,1012,567,336,187,384,398,1931,2229,766
4/17/2012,2012,4,17,10,3,19,1988,511,438,805,790,1882,510,1215,269,338,211,332,175,171,151,1078,1233,394
4/17/2012,2012,4,17,10,3,20,1820,269,380,501,423,1781,230,1175,196,84,148,211,100,65,112,1014,884,298
4/17/2012,2012,4,17,10,3,21,1630,225,262,439,315,1317,151,743,145,62,124,153,108,45,76,817,806,229
4/17/2012,2012,4,17,10,3,22,1092,142,190,302,195,825,81,368,98,34,62,102,70,40,23,730,528,192
4/17/2012,2012,4,17,10,3,23,779,96,141,143,100,541,45,291,53,45,30,33,15,12,21,348,415,174
4/18/2012,2012,4,18,10,4,0,374,37,35,56,46,249,14,99,7,9,7,10,6,0,11,157,165,62
4/18/2012,2012,4,18,10,4,1,274,22,22,38,19,86,11,54,11,4,4,11,2,0,4,66,83,19
4/18/2012,2012,4,18,10,4,2,127,11,8,81,15,26,6,14,1,3,4,0,0,4,13,27,21,10
4/18/2012,2012,4,18,10,4,3,82,10,12,17,9,23,16,4,14,4,0,4,2,1,1,26,19,15
4/18/2012,2012,4,18,10,4,4,35,7,6,5,9,15,1,15,2,0,3,0,5,2,31,27,35,16
4/18/2012,2012,4,18,10,4,5,82,70,18,18,80,64,67,35,38,55,21,12,13,27,30,103,98,45
4/18/2012,2012,4,18,10,4,6,255,247,101,115,44,136,604,81,179,486,129,62,25,148,99,353,539,183
4/18/2012,2012,4,18,10,4,7,769,800,393,330,248,359,2023,259,728,1244,426,164,64,342,336,865,1524,452
4/18/2012,2012,4,18,10,4,8,2057,2008,1024,863,666,1016,5696,844,1713,2670,947,256,82,541,466,1810,3641,1025
4/18/2012,2012,4,18,10,4,9,1664,1207,1051,981,844,960,2199,757,1046,1203,438,238,112,213,344,1227,1697,408
4/18/2012,2012,4,18,10,4,10,2120,693,1233,1410,1078,1119,962,823,508,385,256,191,137,148,323,969,997,386
4/18/2012,2012,4,18,10,4,11,2509,694,1524,1890,1622,1535,829,1218,432,373,255,207,186,173,303,1128,1164,338
4/18/2012,2012,4,18,10,4,12,4079,1684,2461,3529,3182,2724,1262,2335,786,1158,493,470,330,530,623,1554,2287,584
4/18/2012,2012,4,18,10,4,13,4345,1760,2739,4126,3803,2718,1607,2059,793,936,410,569,375,524,376,1593,2126,553
4/18/2012,2012,4,18,10,4,14,3588,963,1795,3053,2553,2319,980,1851,603,588,309,372,226,179,264,1538,1755,510
4/18/2012,2012,4,18,10,4,15,3545,809,1561,2568,2165,2444,1139,1863,641,543,239,266,185,216,218,1302,1771,525
4/18/2012,2012,4,18,10,4,16,3640,741,1294,2837,2110,2384,2369,1866,1013,1269,465,268,176,253,338,1640,2204,599
4/18/2012,2012,4,18,10,4,17,3835,1420,1466,2486,2315,2660,4009,2372,1691,2405,1001,330,141,590,533,2504,4035,1231
4/18/2012,2012,4,18,10,4,18,3086,1036,900,1863,1653,2472,1621,1723,826,936,531,337,137,428,411,1714,2507,730
4/18/2012,2012,4,18,10,4,19,2061,445,511,931,915,2035,503,1279,334,278,245,187,116,148,144,1090,1197,373
4/18/2012,2012,4,18,10,4,20,1723,348,374,571,555,1684,200,1107,155,135,132,166,84,93,98,889,978,318
4/18/2012,2012,4,18,10,4,21,1575,220,337,465,404,1315,127,769,145,90,125,156,66,54,78,916,879,259
4/18/2012,2012,4,18,10,4,22,998,199,161,236,209,887,79,526,103,55,61,64,52,23,69,554,487,198
4/18/2012,2012,4,18,10,4,23,857,120,105,152,88,497,24,207,63,25,34,25,17,14,25,372,403,177
4/19/2012,2012,4,19,10,5,0,322,34,29,122,96,255,21,102,17,17,16,13,3,12,16,146,169,60
4/19/2012,2012,4,19,10,5,1,381,17,23,42,29,145,11,45,8,3,4,21,7,4,3,66,32,13
4/19/2012,2012,4,19,10,5,2,142,6,18,95,24,81,5,33,8,5,8,3,5,1,1,19,17,10
4/19/2012,2012,4,19,10,5,3,168,8,7,13,14,36,7,22,3,5,1,8,6,2,3,40,21,16
4/19/2012,2012,4,19,10,5,4,35,15,4,7,13,35,1,20,6,0,6,6,5,2,0,33,36,25
4/19/2012,2012,4,19,10,5,5,75,63,23,19,36,46,75,25,22,49,28,18,9,29,39,98,102,42
4/19/2012,2012,4,19,10,5,6,295,217,125,101,19,134,618,60,200,481,145,74,27,142,102,341,539,184
4/19/2012,2012,4,19,10,5,7,731,706,400,316,132,306,1959,263,721,1362,413,143,50,311,298,858,1615,475
4/19/2012,2012,4,19,10,5,8,1817,1984,1181,810,577,935,5302,850,2050,2816,980,245,78,501,449,1661,3718,1015
4/19/2012,2012,4,19,10,5,9,1910,1139,1076,935,840,925,2610,779,850,1288,505,158,74,176,171,1003,1845,460
4/19/2012,2012,4,19,10,5,10,2283,759,1318,1317,1095,1154,1029,919,523,496,239,143,80,119,175,841,1003,384
4/19/2012,2012,4,19,10,5,11,2772,563,1526,2058,1517,1386,823,1054,485,370,272,160,95,155,246,968,1121,277
4/19/2012,2012,4,19,10,5,12,3759,1556,2610,3334,2920,2478,1167,1945,711,1082,535,325,188,478,343,1516,2097,486
4/19/2012,2012,4,19,10,5,13,4324,1621,2829,4113,3250,2907,1410,2226,719,914,429,402,245,405,310,1571,2226,603
4/19/2012,2012,4,19,10,5,14,3624,853,2031,3013,2390,2332,950,1933,555,579,272,242,136,195,228,1273,1682,440
4/19/2012,2012,4,19,10,5,15,3645,641,1640,2728,2308,2244,1130,1766,638,647,275,246,120,177,204,1299,1615,459
4/19/2012,2012,4,19,10,5,16,3663,838,1533,2726,2081,2383,2271,1948,939,1343,562,229,130,247,227,1691,2328,699
4/19/2012,2012,4,19,10,5,17,4321,1337,1705,2972,2539,2765,3963,2441,1634,2324,949,369,181,571,483,2505,4175,1208
4/19/2012,2012,4,19,10,5,18,3218,883,1196,2229,2009,2607,1644,1910,789,975,522,380,189,376,371,1903,2416,705
4/19/2012,2012,4,19,10,5,19,2395,465,617,1200,1372,2187,523,1391,270,253,217,331,148,150,140,1149,1215,389
4/19/2012,2012,4,19,10,5,20,2158,340,473,785,970,2021,386,1221,177,108,180,200,97,69,114,1016,1159,291
4/19/2012,2012,4,19,10,5,21,1768,225,404,468,558,1456,194,805,182,77,121,163,74,54,71,1020,949,258
4/19/2012,2012,4,19,10,5,22,1104,217,205,286,297,997,89,522,103,42,58,112,44,36,49,787,674,201
4/19/2012,2012,4,19,10,5,23,895,141,188,258,171,636,67,366,80,27,35,66,21,18,32,659,597,213
4/20/2012,2012,4,20,10,6,0,435,59,31,97,93,340,15,144,35,22,33,50,22,9,8,225,188,61
4/20/2012,2012,4,20,10,6,1,341,39,26,27,48,129,19,72,24,13,6,18,6,1,9,147,82,31
4/20/2012,2012,4,20,10,6,2,309,20,12,23,25,58,6,59,6,10,2,8,4,3,5,49,51,26
4/20/2012,2012,4,20,10,6,3,101,9,10,29,19,57,9,27,8,6,2,7,6,2,7,52,40,18
4/20/2012,2012,4,20,10,6,4,67,18,20,45,8,35,3,19,7,2,5,4,3,2,4,39,40,42
4/20/2012,2012,4,20,10,6,5,87,42,20,23,80,59,78,40,24,51,21,10,6,14,20,83,123,50
4/20/2012,2012,4,20,10,6,6,236,243,79,114,41,128,609,86,198,457,111,48,18,129,115,323,520,188
4/20/2012,2012,4,20,10,6,7,816,857,370,387,111,282,2538,321,836,1081,310,90,26,282,157,948,1386,468
4/20/2012,2012,4,20,10,6,8,1915,2136,857,845,587,801,6368,962,1920,2131,629,117,35,453,206,1755,3205,1096
4/20/2012,2012,4,20,10,6,9,1906,1224,1047,1013,897,882,2642,812,996,1239,513,168,54,169,120,1004,1684,364
4/20/2012,2012,4,20,10,6,10,2058,692,1321,1524,1293,1052,990,870,482,459,243,167,111,109,124,937,960,264
4/20/2012,2012,4,20,10,6,11,2779,681,1569,2287,1890,1514,734,1242,508,411,258,147,90,139,100,1136,1174,365
4/20/2012,2012,4,20,10,6,12,4165,1420,2515,3668,3117,2508,1031,1954,689,1009,517,295,126,411,217,1303,1870,491
4/20/2012,2012,4,20,10,6,13,4438,1492,2990,4555,3479,2775,1233,2033,724,982,469,525,298,498,240,1473,2065,417
4/20/2012,2012,4,20,10,6,14,3865,911,2003,2751,2709,2515,970,1856,609,507,327,264,186,225,176,1300,1764,423
4/20/2012,2012,4,20,10,6,15,4068,693,1816,3080,2533,2346,1189,2100,655,692,371,272,170,200,248,1484,1864,502
4/20/2012,2012,4,20,10,6,16,3690,811,1688,3308,2626,2536,2064,2184,954,1198,644,312,229,285,303,1701,2708,806
4/20/2012,2012,4,20,10,6,17,4634,1420,1788,3596,3285,3165,3344,2454,1361,2125,991,584,268,514,394,2504,3769,1170
4/20/2012,2012,4,20,10,6,18,4244,878,1436,2870,2862,3426,1386,2068,712,840,595,654,286,347,223,2264,2592,753
4/20/2012,2012,4,20,10,6,19,3746,528,934,2012,2018,2682,461,1651,330,306,377,864,282,248,123,1682,1810,476
4/20/2012,2012,4,20,10,6,20,2714,507,669,1639,1704,2749,217,1536,202,153,165,304,149,91,100,1436,1301,425
4/20/2012,2012,4,20,10,6,21,2928,329,609,1005,1004,2633,190,1416,168,97,137,294,209,68,116,1538,1049,356
4/20/2012,2012,4,20,10,6,22,1985,259,350,589,632,2079,135,1157,177,308,298,794,152,209,167,1431,1265,401
4/20/2012,2012,4,20,10,6,23,1935,247,496,559,538,1770,102,810,194,111,178,158,70,63,124,1332,1323,391
4/21/2012,2012,4,21,20,7,0,1224,132,181,360,281,905,56,516,60,37,104,69,23,15,56,673,803,247
4/21/2012,2012,4,21,20,7,1,900,70,92,208,137,636,36,231,29,29,32,25,9,9,64,315,349,145
4/21/2012,2012,4,21,20,7,2,502,43,57,109,90,323,16,156,11,11,15,23,3,8,34,219,203,114
4/21/2012,2012,4,21,20,7,3,476,10,30,114,74,266,13,117,10,10,24,9,0,6,18,152,165,61
4/21/2012,2012,4,21,20,7,4,179,22,26,28,36,123,10,54,4,6,9,14,13,3,11,64,101,74
4/21/2012,2012,4,21,20,7,5,99,10,22,40,21,69,10,44,14,16,4,19,10,2,13,58,108,60
4/21/2012,2012,4,21,20,7,6,147,36,36,69,38,78,30,50,23,95,40,14,6,31,25,80,121,64
4/21/2012,2012,4,21,20,7,7,243,94,94,93,59,151,32,63,30,53,59,63,36,43,81,145,244,107
4/21/2012,2012,4,21,20,7,8,600,136,250,271,199,309,56,135,88,80,68,100,39,84,159,303,365,127
4/21/2012,2012,4,21,20,7,9,1090,213,563,867,575,595,52,288,115,86,107,151,86,134,191,420,656,229
4/21/2012,2012,4,21,20,7,10,1846,264,1101,1528,1182,1006,101,651,144,148,185,270,173,129,273,661,877,308
4/21/2012,2012,4,21,20,7,11,2469,339,1378,2288,1778,1402,107,886,188,127,158,398,280,149,617,1008,1171,465
4/21/2012,2012,4,21,20,7,12,3307,345,1444,2767,2320,2040,90,1406,213,169,221,700,433,229,2205,1485,1445,507
4/21/2012,2012,4,21,20,7,13,3399,382,1645,2963,2674,2276,158,1538,182,200,211,1289,583,228,3597,1683,1423,751
4/21/2012,2012,4,21,20,7,14,3547,342,1733,3166,2965,2703,139,1690,208,234,141,580,406,213,467,1398,1559,570
4/21/2012,2012,4,21,20,7,15,3755,404,1647,3446,3080,2738,139,1640,201,102,117,590,473,196,497,1584,1514,549
4/21/2012,2012,4,21,20,7,16,3647,665,1506,3727,2920,2521,105,1803,281,139,202,669,381,205,5051,1971,1816,578
4/21/2012,2012,4,21,20,7,17,3500,663,1060,2500,2433,2574,123,1767,344,253,235,1138,653,249,1629,2221,2010,653
4/21/2012,2012,4,21,20,7,18,3153,627,619,1479,1613,2814,81,1417,286,143,149,592,349,139,310,2075,1696,475
4/21/2012,2012,4,21,20,7,19,2840,512,612,837,1091,2616,57,1207,211,78,147,538,331,92,171,1698,1427,435
4/21/2012,2012,4,21,20,7,20,2509,409,516,736,696,2208,60,1227,214,40,70,595,346,51,85,1613,1286,421
4/21/2012,2012,4,21,20,7,21,2512,359,497,559,550,2084,69,996,191,55,133,320,212,34,108,1707,1332,383
4/21/2012,2012,4,21,20,7,22,1880,284,352,584,462,1852,85,885,125,83,112,361,186,48,177,1601,1066,389
4/21/2012,2012,4,21,20,7,23,1995,261,437,534,388,1662,61,797,207,62,75,195,97,33,107,1487,1116,379
4/22/2012,2012,4,22,20,1,0,1562,165,278,454,318,1032,69,476,115,34,62,67,36,23,74,624,820,271
4/22/2012,2012,4,22,20,1,1,1452,86,127,352,228,634,55,320,52,8,49,36,12,11,41,523,391,103
4/22/2012,2012,4,22,20,1,2,968,94,186,309,245,527,32,257,83,14,26,11,4,8,72,532,275,87
4/22/2012,2012,4,22,20,1,3,733,36,103,245,171,366,31,191,26,6,24,3,0,2,41,502,255,99
4/22/2012,2012,4,22,20,1,4,425,22,48,108,58,193,25,63,24,13,14,18,14,8,6,152,129,64
4/22/2012,2012,4,22,20,1,5,201,25,24,39,24,82,12,27,9,7,2,5,7,3,13,50,52,24
4/22/2012,2012,4,22,20,1,6,151,23,28,41,30,67,15,27,11,4,5,6,2,12,14,64,71,55
4/22/2012,2012,4,22,20,1,7,212,51,62,59,55,142,12,50,26,24,29,27,22,36,56,103,166,95
4/22/2012,2012,4,22,20,1,8,358,113,293,175,91,256,45,84,65,47,64,99,87,79,89,199,319,140
4/22/2012,2012,4,22,20,1,9,737,158,430,479,325,454,57,280,114,76,71,176,198,71,158,374,527,189
4/22/2012,2012,4,22,20,1,10,1422,232,843,1211,900,827,83,510,125,86,81,266,465,121,196,822,769,272
4/22/2012,2012,4,22,20,1,11,2017,272,1122,1728,1371,1280,111,736,143,104,81,427,705,158,317,927,1006,304
4/22/2012,2012,4,22,20,1,12,2465,326,1211,2168,2014,1870,95,1070,175,129,105,451,805,199,297,1357,1170,416
4/22/2012,2012,4,22,20,1,13,3003,213,1465,2623,2418,2154,94,1358,151,51,93,637,898,151,390,1458,1292,403
4/22/2012,2012,4,22,20,1,14,3085,307,1335,2944,2542,2452,104,1476,147,104,93,665,935,162,860,1688,1409,434
4/22/2012,2012,4,22,20,1,15,3165,270,1193,2922,2645,2372,84,1624,193,66,75,604,796,161,1063,1550,1538,502
4/22/2012,2012,4,22,20,1,16,2923,271,1022,2569,2241,2186,88,1514,171,88,115,401,498,157,653,1451,1563,494
4/22/2012,2012,4,22,20,1,17,2412,233,530,1624,1471,1869,60,1284,114,68,102,329,192,98,116,1197,1178,311
4/22/2012,2012,4,22,20,1,18,1907,207,402,737,895,1881,46,993,124,87,78,236,137,67,137,925,1140,386
4/22/2012,2012,4,22,20,1,19,1715,226,308,418,546,1596,34,780,126,43,107,185,96,31,1455,981,789,290
4/22/2012,2012,4,22,20,1,20,1663,127,246,321,247,1355,38,695,84,58,74,121,61,31,145,750,631,256
4/22/2012,2012,4,22,20,1,21,1166,75,179,263,236,985,31,505,76,39,70,117,69,28,52,466,583,221
4/22/2012,2012,4,22,20,1,22,883,60,163,165,131,612,23,338,53,40,44,105,34,10,36,500,379,113
4/22/2012,2012,4,22,20,1,23,1110,31,87,123,97,432,17,192,39,6,23,25,5,6,22,258,331,127
4/23/2012,2012,4,23,10,2,0,810,10,38,44,23,148,10,62,5,9,9,34,22,0,15,93,133,40
4/23/2012,2012,4,23,10,2,1,777,10,17,50,15,97,11,34,6,3,10,4,8,0,7,31,58,27
4/23/2012,2012,4,23,10,2,2,726,11,12,6,6,57,9,27,17,1,2,4,0,3,1,15,8,7
4/23/2012,2012,4,23,10,2,3,566,3,7,16,7,45,1,7,0,2,7,2,1,3,1,29,21,17
4/23/2012,2012,4,23,10,2,4,457,17,9,13,5,29,1,8,2,1,3,1,2,1,5,28,45,27
4/23/2012,2012,4,23,10,2,5,321,50,26,21,21,51,81,39,22,51,27,17,11,21,34,83,127,58
4/23/2012,2012,4,23,10,2,6,322,182,71,101,46,149,603,76,200,481,141,59,17,109,52,317,504,164
4/23/2012,2012,4,23,10,2,7,755,659,316,260,168,358,1871,243,629,1115,430,129,49,293,243,829,1374,395
4/23/2012,2012,4,23,10,2,8,1861,1879,867,764,560,957,5657,836,1719,2630,888,225,64,503,432,1591,3579,979
4/23/2012,2012,4,23,10,2,9,2041,1124,924,902,722,1328,2843,865,1013,1198,500,199,59,179,162,1025,1723,431
4/23/2012,2012,4,23,10,2,10,2231,654,1086,1273,1098,1384,1083,924,464,441,208,169,143,99,107,729,927,356
4/23/2012,2012,4,23,10,2,11,2654,593,1453,1853,1491,1580,853,1123,439,362,227,163,102,123,135,843,942,267
4/23/2012,2012,4,23,10,2,12,3711,1355,2132,3228,2639,2484,1159,1698,596,919,405,163,95,280,140,1213,1644,515
4/23/2012,2012,4,23,10,2,13,4180,1388,2623,3703,3164,2613,1380,2064,673,880,423,306,200,334,168,1299,1918,456
4/23/2012,2012,4,23,10,2,14,3425,678,1475,2609,2171,1893,1016,1561,447,378,206,85,49,119,119,1109,1361,331
4/23/2012,2012,4,23,10,2,15,3405,592,1398,2263,1853,2144,1147,1597,578,525,233,135,70,134,83,1047,1377,370
4/23/2012,2012,4,23,10,2,16,3141,758,1195,2227,1750,2039,2292,1752,974,1279,473,191,96,221,208,1345,2171,650
4/23/2012,2012,4,23,10,2,17,3523,1316,1177,2052,1886,2545,4154,2128,1780,2309,948,256,122,537,453,2141,3802,1212
4/23/2012,2012,4,23,10,2,18,2570,795,590,1153,1258,2071,1747,1453,799,913,568,244,124,395,325,1303,2077,702
4/23/2012,2012,4,23,10,2,19,1599,346,269,506,585,1698,458,1039,284,235,213,176,72,107,140,687,964,257
4/23/2012,2012,4,23,10,2,20,1026,307,205,281,307,1381,209,887,109,118,118,92,45,46,78,510,809,242
4/23/2012,2012,4,23,10,2,21,849,181,146,214,228,900,149,470,75,49,94,79,44,25,37,452,570,207
4/23/2012,2012,4,23,10,2,22,541,112,81,150,142,723,63,306,50,38,64,52,16,27,11,389,431,159
4/23/2012,2012,4,23,10,2,23,311,95,51,102,73,355,45,144,34,16,14,15,7,7,14,194,255,145
4/24/2012,2012,4,24,10,3,0,127,28,21,34,20,127,16,64,16,8,11,8,7,1,14,82,140,55
4/24/2012,2012,4,24,10,3,1,58,7,5,18,22,71,4,17,6,1,5,6,1,4,0,25,26,14
4/24/2012,2012,4,24,10,3,2,33,6,4,6,7,37,9,27,2,4,1,4,4,0,1,18,18,11
4/24/2012,2012,4,24,10,3,3,28,1,4,3,4,22,2,5,0,0,1,2,3,0,16,15,21,9
4/24/2012,2012,4,24,10,3,4,30,12,4,29,7,23,1,5,5,3,5,0,0,2,2,27,26,19
4/24/2012,2012,4,24,10,3,5,91,51,15,20,24,64,83,41,20,59,33,22,11,24,35,82,109,45
4/24/2012,2012,4,24,10,3,6,262,213,64,121,25,144,612,81,183,513,149,61,29,126,62,331,499,172
4/24/2012,2012,4,24,10,3,7,884,962,324,395,134,303,2449,383,766,1130,375,96,24,274,198,925,1384,478
4/24/2012,2012,4,24,10,3,8,2023,2584,788,902,452,742,7456,1243,2016,2152,757,160,36,477,223,2050,3329,1022
4/24/2012,2012,4,24,10,3,9,1992,1564,807,931,701,963,3424,932,1103,1184,490,83,23,178,84,1204,1674,471
4/24/2012,2012,4,24,10,3,10,1929,601,1106,1180,851,1118,1024,734,544,432,215,119,67,79,59,672,772,210
4/24/2012,2012,4,24,10,3,11,2529,584,1332,1858,1351,1363,875,1044,420,346,258,138,88,121,58,792,928,256
